,Gene,Gene_name,Vanc_l2fc,Vanc_q,Rif_l2fc,Rif_q,INH_l2fc,INH_q,Emb_l2fc,Emb_q
2455,RVBD0186,bglS,0.00,1,0.01,1,-0.19,1,-0.13,1
2456,RVBD0251c,hsp,0.00,1,-0.26,1,0.08,1,-0.57,1
2457,RVBD2100,rv2100,0.00,1,-0.09,1,0.15,1,-0.29,1
2458,RVBD1243c,PE_PGRS23,-0.01,1,0.13,1,-0.02,1,0.46,1
2459,RVBD1877,rv1877,-0.01,1,0.12,1,0.14,1,-0.01,1
2460,RVBD1087A,rv1087A,-0.01,1,0.16,1,0.23,1,-0.11,1
2461,RVBD1869c,rv1869c,-0.01,1,-0.13,1,-0.01,1,-0.43,1
2462,RVBD1879,rv1879,-0.01,1,0.15,1,-0.03,1,0.13,1
2463,RVBD0597c,rv0597c,-0.01,1,-0.10,1,0.18,1,0.41,1
2464,RVBD2828A,rv2828A,-0.01,1,0.06,1,0.02,1,-0.32,1
2465,RVBD0587,yrbE2A,-0.01,1,-0.45,1,0.32,1,-0.35,1
2466,RVBD3734c,tgs2,-0.01,1,0.24,1,-0.14,1,-0.33,1
2467,RVBD3504,fadE26,-0.01,1,-0.07,1,-0.21,1,-0.49,1
2468,RVBD0843,rv0843,-0.01,1,0.11,1,-0.11,1,-0.04,1
2469,RVBD2258c,rv2258c,-0.01,1,-0.03,1,0.34,1,0.52,1
2470,RVBD3451,cut3,-0.01,1,0.01,1,0.01,1,-0.07,1
2471,RVBD0235c,rv0235c,-0.01,1,-0.12,1,0.22,1,0.16,1
2472,RVBD0931c,pknD,-0.01,1,0.10,1,-0.10,1,0.10,1
2473,RVBD2351c,plcA,-0.01,1,0.04,1,-0.10,1,0.40,1
2474,RVBD2528c,mrr,-0.01,1,-0.05,1,-0.03,1,0.02,1
2475,RVBD1555,frdD,-0.01,1,0.38,1,-0.39,1,-1.00,1
2476,RVBD2272,rv2272,-0.01,1,0.52,1,-0.34,1,0.00,1
2477,RVBD3060c,rv3060c,-0.01,1,-0.01,1,-0.29,1,0.43,1
2478,RVBD3578,arsB2,-0.01,1,0.18,1,0.03,1,-0.01,1
2479,RVBD1365c,rsfA,-0.01,1,0.33,1,-0.20,1,0.30,1
2480,RVBD3328c,sigJ,-0.01,1,0.00,1,-0.02,1,0.10,1
2481,RVBD2106,rv2106,-0.01,1,0.31,1,-0.06,1,0.00,1
2482,RVBD1973,rv1973,-0.01,1,0.30,1,-0.04,1,-0.15,1
2483,RVBD2414c,rv2414c,-0.01,1,0.02,1,0.21,1,0.76,1
2484,RVBD3786c,rv3786c,-0.01,1,-0.05,1,-0.17,1,0.46,1
2485,RVBD3198A,rv3198A,-0.01,1,-0.22,1,0.18,1,0.21,1
2486,RVBD2717c,rv2717c,-0.01,1,-0.05,1,-0.08,1,0.05,1
2487,RVBD3434c,rv3434c,-0.01,1,0.09,1,0.15,1,1.71,0.050153
2488,RVBD1527c,pks5,-0.01,1,-0.01,1,0.07,1,0.07,1
2489,RVBD3473c,bpoA,-0.01,1,0.11,1,0.14,1,-0.11,1
2490,RVBD1614,lgt,-0.01,1,-0.01,1,-0.20,1,-0.13,1
2491,RVBD2264c,rv2264c,-0.01,1,0.21,1,0.12,1,-0.32,1
2492,RVBD3049c,rv3049c,-0.01,1,-0.07,1,-0.04,1,0.04,1
2493,RVBD1674c,rv1674c,-0.01,1,0.04,1,0.09,1,0.35,1
2494,RVBD1923,lipD,-0.01,1,0.07,1,0.06,1,0.09,1
2495,RVBD2584c,apt,-0.01,1,-0.01,1,-0.15,1,-0.28,1
2496,RVBD2063A,mazF7,-0.01,1,-0.01,1,0.32,1,0.01,1
2497,RVBD1681,moeX,-0.01,1,0.11,1,0.10,1,-0.05,1
2498,RVBD2679,echA15,-0.01,1,-0.13,1,0.07,1,0.06,1
2499,RVBD1726,rv1726,-0.01,1,-0.21,1,0.05,1,0.23,1
2500,RVBD3693,rv3693,-0.01,1,0.22,1,-0.77,0.22593,0.33,1
2501,RVBD2114,rv2114,-0.01,1,0.12,1,0.09,1,-0.16,1
2502,RVBD1714,rv1714,-0.01,1,0.05,1,0.43,1,-0.40,1
2503,RVBD3098B,rv3098A,-0.01,1,0.24,1,-0.33,1,0.53,1
2504,RVBD3884c,eccA2,-0.01,1,-0.05,1,-0.23,1,0.32,1
2505,RVBD3195,rv3195,-0.01,1,0.06,1,-0.10,1,-0.07,1
2506,RVBD2124c,metH,-0.01,1,0.10,1,0.06,1,-0.05,1
2507,RVBD1986,rv1986,-0.01,1,0.20,1,0.20,1,0.05,1
2508,RVBD1741,vapC34,-0.01,1,-0.10,1,0.34,1,0.58,1
2509,RVBD0789c,rv0789c,-0.01,1,-0.33,1,0.01,1,-0.10,1
2510,RVBD0813c,rv0813c,-0.01,1,0.07,1,-0.16,1,0.19,1
2511,RVBD1264,rv1264,-0.01,1,-0.40,1,0.10,1,-0.12,1
2512,RVBD1153c,omt,-0.01,1,0.01,1,0.16,1,-0.04,1
2513,RVBD2431c,PE25,-0.01,1,-0.53,1,0.26,1,-0.38,1
2514,RVBD0578c,PE_PGRS7,-0.01,1,0.52,1,-0.47,1,1.26,1
2515,RVBD2790c,ltp1,-0.01,1,-0.19,1,0.37,1,0.03,1
2516,RVBD2142A,parD2,-0.01,1,-0.33,1,0.07,1,-0.28,1
2517,RVBD0137c,msrA,-0.01,1,0.03,1,-0.02,1,-0.03,1
2518,RVBD2309A,rv2309A,-0.01,1,0.05,1,-0.17,1,0.17,1
2519,RVBD3678A,rv3678A,-0.01,1,-0.16,1,0.25,1,0.50,1
2520,RVBD1148c,rv1148c,-0.01,1,0.11,1,0.10,1,0.01,1
2521,RVBD0724,sppA,-0.01,1,0.02,1,-0.11,1,0.14,1
2522,RVBD0316,rv0316,-0.01,1,0.47,1,-0.08,1,-0.05,1
2523,RVBD3349c,rv3349c,-0.01,1,0.14,1,-0.14,1,0.05,1
2524,RVBD3726,rv3726,-0.01,1,-0.41,1,-0.17,1,-0.27,1
2525,RVBD0266c,oplA,-0.01,1,-0.01,1,-0.06,1,-0.04,1
2526,RVBD1205,rv1205,-0.02,1,-0.22,1,-3.20,0,0.71,1
2527,RVBD2069,sigC,-0.02,1,0.05,1,0.17,1,-0.01,1
2528,RVBD2893,rv2893,-0.02,1,0.09,1,-0.03,1,0.04,1
2529,RVBD2566,rv2566,-0.02,1,0.10,1,0.01,1,-0.16,1
2530,RVBD3084,lipR,-0.02,1,0.04,1,-0.04,1,-0.06,1
2531,RVBD2267c,rv2267c,-0.02,1,-0.08,1,0.03,1,0.08,1
2532,RVBD0671,lpqP,-0.02,1,-0.04,1,0.12,1,0.14,1
2533,RVBD0832,PE_PGRS12,-0.02,1,0.36,1,-0.22,1,-0.97,1
2534,RVBD1262c,rv1262c,-0.02,1,-0.10,1,0.08,1,-0.07,1
2535,RVBD0840c,pip,-0.02,1,0.06,1,0.06,1,0.06,1
2536,RVBD0818,rv0818,-0.02,1,-0.51,1,1.76,0.014799,-0.21,1
2537,RVBD1901,cinA,-0.02,1,0.01,1,-3.24,0,0.13,1
2538,RVBD2327,rv2327,-0.02,1,-0.05,1,0.36,1,0.03,1
2539,RVBD0873,fadE10,-0.02,1,0.08,1,0.06,1,0.16,1
2540,RVBD1775,rv1775,-0.02,1,0.00,1,0.38,1,0.01,1
2541,RVBD0664,vapB8,-0.02,1,-0.05,1,0.02,1,-0.41,1
2542,RVBD2485c,lipQ,-0.02,1,-0.01,1,0.07,1,-0.56,1
2543,RVBD3272,rv3272,-0.02,1,-0.18,1,-0.28,1,-0.60,1
2544,RVBD3196A,rv3196A,-0.02,1,-0.05,1,-0.04,1,0.06,1
2545,RVBD0755A,rv0755A,-0.02,1,0.08,1,-0.07,1,0.35,1
2546,RVBD3653,PE_PGRS61,-0.02,1,-0.24,1,-0.11,1,-0.17,1
2547,RVBD2385,mbtJ,-0.02,1,-0.29,1,0.10,1,0.17,1
2548,RVBD1154c,rv1154c,-0.02,1,0.16,1,0.36,1,-0.16,1
2549,RVBD0166,fadD5,-0.02,1,0.04,1,0.00,1,-0.13,1
2550,RVBD0101,nrp,-0.02,1,-0.13,1,-0.12,1,-0.07,1
2551,RVBD2729c,rv2729c,-0.02,1,0.31,1,-0.53,0.835401,0.19,1
2552,RVBD3293,pcd,-0.02,1,-0.01,1,0.11,1,-0.17,1
2553,RVBD0665,vapC8,-0.02,1,-0.78,1,-0.51,1,-0.20,1
2554,RVBD3572,rv3572,-0.02,1,0.13,1,-0.32,1,-0.07,1
2555,RVBD2137c,rv2137c,-0.02,1,0.09,1,0.08,1,-0.42,1
2556,RVBD1146,mmpL13b,-0.02,1,-0.05,1,0.10,1,0.22,1
2557,RVBD0960,vapC9,-0.02,1,0.43,1,-0.16,1,0.21,1
2558,RVBD0726c,rv0726c,-0.02,1,0.01,1,-0.12,1,0.11,1
2559,RVBD1759c,wag22,-0.02,1,0.00,1,-0.26,1,0.19,1
2560,RVBD1875,rv1875,-0.02,1,0.03,1,0.00,1,-0.32,1
2561,RVBD1960c,parD1,-0.02,1,0.08,1,0.01,1,-0.12,1
2562,RVBD3224,rv3224,-0.02,1,-0.06,1,-0.41,1,0.18,1
2563,RVBD1077,cbs,-0.02,1,-0.02,1,0.63,1,-0.05,1
2564,RVBD0802c,rv0802c,-0.02,1,0.09,1,0.02,1,0.12,1
2565,RVBD1317c,alkA,-0.02,1,0.02,1,0.33,1,0.12,1
2566,RVBD3413c,rv3413c,-0.02,1,-0.26,1,-0.04,1,-0.26,1
2567,RVBD0920c,rv0920c,-0.02,1,-0.25,1,-0.10,1,0.05,1
2568,RVBD2024c,rv2024c,-0.02,1,0.10,1,0.00,1,0.29,1
2569,RVBD1748,rv1748,-0.02,1,0.00,1,0.10,1,0.34,1
2570,RVBD3865,espF,-0.02,1,0.32,1,-0.13,1,0.61,1
2571,RVBD0389,purT,-0.02,1,0.21,1,-0.24,1,0.23,1
2572,RVBD2231Ac,vapC16,-0.02,1,-0.17,1,-0.42,1,0.30,1
2573,RVBD1765c,rv1765c,-0.02,1,0.09,1,0.05,1,-0.17,1
2574,RVBD1802,PPE30,-0.02,1,0.21,1,0.02,1,-0.21,1
2575,RVBD0128,rv0128,-0.02,1,0.13,1,-0.25,1,0.19,1
2576,RVBD2962c,rv2962c,-0.02,1,-0.08,1,-0.41,1,0.13,1
2577,RVBD3122,rv3122,-0.02,1,0.34,1,-0.47,1,0.32,1
2578,RVBD0280,PPE3,-0.02,1,-0.03,1,-0.26,1,0.05,1
2579,RVBD2306A,rv2306A,-0.02,1,0.17,1,-0.06,1,0.45,1
2580,RVBD1508c,rv1508c,-0.02,1,0.12,1,0.03,1,0.32,1
2581,RVBD0162c,adhE1,-0.02,1,0.50,1,-0.23,1,-0.83,1
2582,RVBD0631c,recC,-0.02,1,0.14,1,-0.13,1,0.13,1
2583,RVBD3533c,PPE62,-0.02,1,0.07,1,-0.03,1,0.18,1
2584,RVBD2738c,rv2738c,-0.02,1,0.32,1,-0.33,1,0.22,1
2585,RVBD2975c,rv2975c,-0.02,1,-0.41,1,-0.64,1,-0.13,1
2586,RVBD0620,galK,-0.02,1,0.19,1,-0.09,1,0.30,1
2587,RVBD1872c,lldD2,-0.02,1,-0.05,1,0.21,1,-0.13,1
2588,RVBD2765,rv2765,-0.02,1,-0.13,1,0.03,1,-0.10,1
2589,RVBD0846c,rv0846c,-0.02,1,0.07,1,-0.05,1,-0.23,1
2590,RVBD1971,mce3F,-0.02,1,0.08,1,0.15,1,0.12,1
2591,RVBD2065,cobH,-0.02,1,0.30,1,-0.13,1,-0.17,1
2592,RVBD3450c,eccB4,-0.02,1,0.37,1,0.38,1,0.25,1
2593,RVBD2669,rv2669,-0.02,1,0.70,1,1.21,1,-0.08,1
2594,RVBD0686,rv0686,-0.02,1,0.03,1,0.08,1,0.79,1
2595,RVBD3471c,rv3471c,-0.02,1,0.11,1,-0.08,1,0.30,1
2596,RVBD3134c,rv3134c,-0.02,1,0.03,1,-0.14,1,-0.14,1
2597,RVBD2724c,fadE20,-0.02,1,0.16,1,-0.29,1,-0.01,1
2598,RVBD3152,nuoH,-0.02,1,0.25,1,0.15,1,0.57,1
2599,RVBD0075,rv0075,-0.02,1,0.08,1,-0.24,1,-0.12,1
2600,RVBD2974c,rv2974c,-0.02,1,0.37,1,-0.34,1,0.27,1
2601,RVBD2686c,rv2686c,-0.02,1,0.25,1,0.04,1,0.09,1
2602,RVBD1816,rv1816,-0.02,1,0.12,1,-0.24,1,-0.08,1
2603,RVBD0272c,rv0272c,-0.02,1,-0.04,1,0.01,1,0.36,1
2604,RVBD1413,rv1413,-0.02,1,0.23,1,0.06,1,-0.01,1
2605,RVBD0886,fprB,-0.02,1,0.21,1,-0.01,1,0.28,1
2606,RVBD2497c,bkdA,-0.02,1,0.09,1,0.25,1,0.04,1
2607,RVBD2666,rv2666,-0.02,1,0.05,1,-0.17,1,0.12,1
2608,RVBD3350c,PPE56,-0.02,1,0.03,1,-0.06,1,0.13,1
2609,RVBD0078A,rv0078A,-0.02,1,0.06,1,-0.09,1,0.46,1
2610,RVBD1063c,rv1063c,-0.02,1,-0.23,1,-0.12,1,-0.33,1
2611,RVBD0748,vapB31,-0.02,1,-0.04,1,-0.01,1,0.52,1
2612,RVBD0729,xylB,-0.02,1,0.06,1,0.02,1,0.13,1
2613,RVBD0160c,PE4,-0.03,1,0.06,1,-0.15,1,-0.08,1
2614,RVBD1712,cmk,-0.03,1,0.15,1,-0.20,1,0.29,1
2615,RVBD0463,rv0463,-0.03,1,-0.43,1,0.06,1,0.37,1
2616,RVBD3730c,rv3730c,-0.03,1,0.11,1,-0.13,1,0.16,1
2617,RVBD1751,rv1751,-0.03,1,0.03,1,0.07,1,0.09,1
2618,RVBD0394c,rv0394c,-0.03,1,0.02,1,0.01,1,-0.14,1
2619,RVBD2349c,plcC,-0.03,1,0.15,1,-0.14,1,0.13,1
2620,RVBD0984,moaB2,-0.03,1,-0.12,1,0.13,1,-0.11,1
2621,RVBD2384,mbtA,-0.03,1,0.10,1,0.22,1,-0.15,1
2622,RVBD0320,rv0320,-0.03,1,0.04,1,0.05,1,-0.31,1
2623,RVBD3339c,icd1,-0.03,1,0.06,1,-0.52,1,0.13,1
2624,RVBD2395,rv2395,-0.03,1,-0.06,1,-0.03,1,0.06,1
2625,RVBD1913,rv1913,-0.03,1,-0.04,1,0.18,1,-0.10,1
2626,RVBD0925c,rv0925c,-0.03,1,0.00,1,-0.06,1,-0.13,1
2627,RVBD0131c,fadE1,-0.03,1,-0.26,1,-0.27,1,0.06,1
2628,RVBD0152c,PE2,-0.03,1,0.06,1,-0.25,1,-0.09,1
2629,RVBD3680,rv3680,-0.03,1,-0.32,1,-0.74,0.674069,-0.22,1
2630,RVBD3873,PPE68,-0.03,1,-0.18,1,-0.17,1,0.13,1
2631,RVBD2350c,plcB,-0.03,1,0.02,1,-0.13,1,0.46,1
2632,RVBD2101,helZ,-0.03,1,-0.01,1,0.09,1,-0.11,1
2633,RVBD0498,rv0498,-0.03,1,0.34,1,0.37,1,0.13,1
2634,RVBD3812,PE_PGRS62,-0.03,1,0.02,1,0.01,1,0.01,1
2635,RVBD2683,rv2683,-0.03,1,-0.04,1,0.01,1,0.06,1
2636,RVBD0193c,rv0193c,-0.03,1,-0.02,1,-0.14,1,-0.11,1
2637,RVBD1251c,rv1251c,-0.03,1,0.06,1,0.00,1,0.19,1
2638,RVBD1865c,rv1865c,-0.03,1,-0.07,1,-0.01,1,-0.07,1
2639,RVBD2599,rv2599,-0.03,1,-0.05,1,0.03,1,0.15,1
2640,RVBD0518,rv0518,-0.03,1,0.05,1,0.02,1,-0.05,1
2641,RVBD0024,rv0024,-0.03,1,0.08,1,-0.04,1,-0.07,1
2642,RVBD3516,echA19,-0.03,1,0.29,1,-0.13,1,-0.09,1
2643,RVBD3866,espG1,-0.03,1,0.08,1,0.03,1,0.21,1
2644,RVBD2842c,rv2842c,-0.03,1,-0.20,1,-1.42,1,0.82,1
2645,RVBD2462c,tig,-0.03,1,-0.61,1,-1.22,0.546933,0.20,1
2646,RVBD0826,rv0826,-0.03,1,-0.13,1,-0.13,1,0.05,1
2647,RVBD2313c,rv2313c,-0.03,1,0.06,1,-0.03,1,0.04,1
2648,RVBD3162c,rv3162c,-0.03,1,0.10,1,-0.16,1,-0.09,1
2649,RVBD2096c,pafB,-0.03,1,-0.24,1,0.28,1,-0.17,1
2650,RVBD1645c,rv1645c,-0.03,1,0.01,1,0.14,1,0.00,1
2651,RVBD1919c,rv1919c,-0.03,1,0.03,1,0.02,1,-0.04,1
2652,RVBD1257c,rv1257c,-0.03,1,0.05,1,-0.30,1,-0.27,1
2653,RVBD2468c,rv2468c,-0.03,1,-0.02,1,-0.60,1,-0.01,1
2654,RVBD3439c,rv3439c,-0.03,1,0.20,1,-0.02,1,-0.15,1
2655,RVBD0872c,PE_PGRS15,-0.03,1,0.25,1,-0.02,1,0.20,1
2656,RVBD1367c,rv1367c,-0.03,1,-0.02,1,-0.03,1,0.14,1
2657,RVBD2411c,rv2411c,-0.03,1,-0.49,1,-0.63,1,0.21,1
2658,RVBD3611,rv3611,-0.03,1,-0.07,1,-0.16,1,0.04,1
2659,RVBD0157A,rv0157A,-0.03,1,-0.35,1,-0.10,1,-0.34,1
2660,RVBD0107c,ctpI,-0.03,1,0.01,1,-0.21,1,-0.30,1
2661,RVBD1059,rv1059,-0.03,1,-0.06,1,0.16,1,0.02,1
2662,RVBD3386,rv3386,-0.03,1,0.34,1,-0.33,1,0.43,1
2663,RVBD1895,rv1895,-0.03,1,-0.06,1,-0.07,1,-0.53,1
2664,RVBD3562,fadE31,-0.03,1,0.11,1,0.06,1,0.10,1
2665,RVBD3856c,rv3856c,-0.03,1,0.29,1,-0.27,1,0.22,1
2666,RVBD3560c,fadE30,-0.03,1,-0.22,1,0.13,1,-0.56,1
2667,RVBD0331,rv0331,-0.03,1,0.05,1,-0.08,1,0.02,1
2668,RVBD3446c,rv3446c,-0.03,1,-0.12,1,-0.16,1,0.16,1
2669,RVBD0302,rv0302,-0.03,1,-0.24,1,0.02,1,-0.17,1
2670,RVBD2263,rv2263,-0.03,1,0.19,1,0.15,1,0.10,1
2671,RVBD1004c,rv1004c,-0.03,1,0.16,1,-0.47,1,0.69,1
2672,RVBD3347c,PPE55,-0.03,1,0.01,1,-0.05,1,0.22,1
2673,RVBD3166c,rv3166c,-0.03,1,-0.03,1,-0.19,1,-0.05,1
2674,RVBD2356c,PPE40,-0.03,1,0.22,1,-0.29,1,-0.14,1
2675,RVBD2541,rv2541,-0.03,1,-0.37,1,-0.16,1,0.10,1
2676,RVBD0622,rv0622,-0.03,1,-0.12,1,0.13,1,0.30,1
2677,RVBD3558,PPE64,-0.03,1,-0.17,1,0.06,1,0.04,1
2678,RVBD0580c,rv0580c,-0.03,1,-0.03,1,-0.02,1,-0.10,1
2679,RVBD3633,rv3633,-0.03,1,-0.14,1,-0.11,1,-0.11,1
2680,RVBD0073,rv0073,-0.03,1,0.13,1,-0.05,1,0.76,1
2681,RVBD0446c,rv0446c,-0.03,1,0.04,1,-0.07,1,-0.65,1
2682,RVBD3032A,rv3032A,-0.03,1,-0.14,1,-0.23,1,0.17,1
2683,RVBD2853,PE_PGRS48,-0.03,1,0.05,1,0.04,1,0.55,1
2684,RVBD0581,vapB26,-0.03,1,0.19,1,0.06,1,0.12,1
2685,RVBD3514,PE_PGRS57,-0.03,1,-0.36,1,-0.10,1,0.30,1
2686,RVBD2745c,clgR,-0.03,1,0.25,1,-0.61,0.653063,0.37,1
2687,RVBD0624,vapC30,-0.03,1,-0.50,1,0.37,1,-0.07,1
2688,RVBD3695,rv3695,-0.03,1,-0.09,1,-0.76,1,0.70,1
2689,RVBD0998,rv0998,-0.03,1,-0.31,1,-0.14,1,0.06,1
2690,RVBD3773c,rv3773c,-0.03,1,0.11,1,-0.08,1,0.19,1
2691,RVBD1885c,rv1885c,-0.03,1,-0.31,1,0.04,1,0.11,1
2692,RVBD0481c,rv0481c,-0.03,1,-0.05,1,0.31,1,0.10,1
2693,RVBD1363c,rv1363c,-0.03,1,-0.03,1,-0.08,1,0.29,1
2694,RVBD2590,fadD9,-0.03,1,0.04,1,-0.09,1,0.12,1
2695,RVBD0192A,rv0192A,-0.03,1,0.22,1,-0.60,0.030878,0.03,1
2696,RVBD0240,vapC24,-0.04,1,0.00,1,-0.08,1,-0.48,1
2697,RVBD1199c,rv1199c,-0.04,1,-0.02,1,-0.13,1,0.10,1
2698,RVBD2736c,recX,-0.04,1,-0.22,1,-0.13,1,-0.17,1
2699,RVBD3151,nuoG,-0.04,1,0.10,1,-0.16,1,-0.01,1
2700,RVBD2573,rv2573,-0.04,1,0.66,1,-0.05,1,0.20,1
2701,RVBD1976c,rv1976c,-0.04,1,-0.06,1,0.12,1,-0.21,1
2702,RVBD1073,rv1073,-0.04,1,-0.09,1,-0.04,1,0.10,1
2703,RVBD0485,rv0485,-0.04,1,-0.14,1,0.50,1,0.14,1
2704,RVBD0424c,rv0424c,-0.04,1,0.13,1,-0.07,1,0.09,1
2705,RVBD0329c,rv0329c,-0.04,1,-0.04,1,-0.01,1,-0.28,1
2706,RVBD1965,yrbE3B,-0.04,1,-0.09,1,0.34,1,0.01,1
2707,RVBD2892c,PPE45,-0.04,1,0.15,1,-0.13,1,-0.24,1
2708,RVBD1314c,rv1314c,-0.04,1,-0.07,1,-0.79,0.738926,-0.15,1
2709,RVBD1831,rv1831,-0.04,1,-0.09,1,0.58,1,0.48,1
2710,RVBD1125,rv1125,-0.04,1,0.14,1,-0.08,1,-0.15,1
2711,RVBD3740c,rv3740c,-0.04,1,-0.01,1,-0.08,1,0.07,1
2712,RVBD1087,PE_PGRS21,-0.04,1,-0.02,1,-0.26,1,0.63,1
2713,RVBD2512c,rv2512c,-0.04,1,0.04,1,-0.23,1,-0.05,1
2714,RVBD2955c,rv2955c,-0.04,1,0.17,1,0.04,1,0.08,1
2715,RVBD2265,rv2265,-0.04,1,-0.03,1,-0.19,1,0.13,1
2716,RVBD0576,rv0576,-0.04,1,-0.10,1,-0.21,1,-0.44,1
2717,RVBD1225c,rv1225c,-0.04,1,-0.14,1,0.09,1,-0.43,1
2718,RVBD1448c,tal,-0.04,1,-0.39,1,0.89,0.714372,-0.16,1
2719,RVBD1186c,rv1186c,-0.04,1,-0.15,1,-0.04,1,0.10,1
2720,RVBD2647,rv2647,-0.04,1,0.43,1,-0.26,1,0.02,1
2721,RVBD2058c,rpmB2,-0.04,1,0.07,1,0.08,1,0.23,1
2722,RVBD1723,rv1723,-0.04,1,0.02,1,0.16,1,-0.06,1
2723,RVBD0487,rv0487,-0.04,1,0.14,1,-0.56,1,0.08,1
2724,RVBD2262c,rv2262c,-0.04,1,0.30,1,-0.06,1,-0.02,1
2725,RVBD3749c,rv3749c,-0.04,1,0.12,1,0.03,1,1.11,1
2726,RVBD2658c,rv2658c,-0.04,1,-0.01,1,-0.08,1,0.29,1
2727,RVBD2052c,rv2052c,-0.04,1,-0.03,1,0.30,1,-0.05,1
2728,RVBD1553,frdB,-0.04,1,-0.14,1,-0.05,1,0.04,1
2729,RVBD1694,tlyA,-0.04,1,-0.24,1,0.04,1,-0.66,1
2730,RVBD2232,ptkA,-0.04,1,0.38,1,0.90,1,0.74,1
2731,RVBD0208c,rv0208c,-0.04,1,0.00,1,-0.97,1,0.26,1
2732,RVBD2467,pepN,-0.04,1,-0.37,1,-0.21,1,-0.22,1
2733,RVBD1841c,rv1841c,-0.04,1,0.10,1,0.03,1,-0.06,1
2734,RVBD3525c,rv3525c,-0.04,1,0.20,1,0.00,1,-0.26,1
2735,RVBD2443,dctA,-0.04,1,0.00,1,0.01,1,-0.01,1
2736,RVBD0449c,rv0449c,-0.04,1,0.02,1,-0.12,1,0.04,1
2737,RVBD3741c,rv3741c,-0.04,1,0.13,1,-0.08,1,0.36,1
2738,RVBD0860,fadB,-0.04,1,0.35,1,1.52,0.008408,0.63,1
2739,RVBD2568c,rv2568c,-0.04,1,-0.23,1,-0.02,1,0.12,1
2740,RVBD1951c,rv1951c,-0.04,1,0.09,1,0.22,1,0.24,1
2741,RVBD2601,speE,-0.04,1,0.10,1,0.33,1,0.08,1
2742,RVBD3034c,rv3034c,-0.04,1,-0.06,1,-0.03,1,-0.04,1
2743,RVBD3431c,rv3431c,-0.04,1,0.11,1,0.02,1,0.50,1
2744,RVBD0252,nirB,-0.04,1,-0.10,1,-0.03,1,0.34,1
2745,RVBD1082,mca,-0.04,1,0.05,1,-0.71,0.64616,0.90,1
2746,RVBD2614A,rv2614A,-0.04,1,0.49,1,0.02,1,0.06,1
2747,RVBD2490c,PE_PGRS43,-0.04,1,0.15,1,-0.49,1,0.51,0.62558
2748,RVBD3389c,htdY,-0.04,1,0.32,1,-0.07,1,0.17,1
2749,RVBD1108c,xseA,-0.04,1,0.03,1,0.00,1,0.08,1
2750,RVBD2422,rv2422,-0.04,1,-0.57,1,0.73,0.022326,-0.53,1
2751,RVBD0911,rv0911,-0.04,1,-0.16,1,-0.06,1,0.15,1
2752,RVBD3513c,fadD18,-0.04,1,0.18,1,0.01,1,-0.14,1
2753,RVBD2396,PE_PGRS41,-0.04,1,-0.10,1,0.06,1,0.13,1
2754,RVBD0750,rv0750,-0.04,1,0.18,1,0.35,1,0.31,1
2755,RVBD0420c,rv0420c,-0.04,1,0.11,1,0.05,1,-0.02,1
2756,RVBD0138,rv0138,-0.04,1,-0.13,1,-0.46,1,0.28,1
2757,RVBD0654,rv0654,-0.04,1,-0.06,1,-0.09,1,0.11,1
2758,RVBD0377,rv0377,-0.04,1,0.07,1,0.33,1,0.16,1
2759,RVBD2768c,PPE43,-0.04,1,0.02,1,0.18,1,0.17,1
2760,RVBD0026,rv0026,-0.04,1,-0.04,1,-0.16,1,-0.13,1
2761,RVBD0609,vapC28,-0.04,1,-0.42,1,-0.09,1,-0.07,1
2762,RVBD1646,PE17,-0.04,1,0.16,1,0.15,1,-0.42,1
2763,RVBD1039c,PPE15,-0.04,1,0.28,1,0.00,1,-0.03,1
2764,RVBD0359,rv0359,-0.04,1,-0.02,1,-0.32,1,-0.28,1
2765,RVBD1985c,rv1985c,-0.04,1,0.19,1,0.23,1,-0.04,1
2766,RVBD3115,rv3115,-0.04,1,0.01,1,-0.14,1,0.19,1
2767,RVBD2998,rv2998,-0.04,1,0.20,1,0.01,1,0.25,1
2768,RVBD0300,vapB2,-0.04,1,-0.17,1,-0.23,1,0.09,1
2769,RVBD0376c,rv0376c,-0.04,1,0.01,1,-0.06,1,0.05,1
2770,RVBD0590A,rv0590A,-0.04,1,-0.22,1,0.03,1,-0.26,1
2771,RVBD0256c,PPE2,-0.04,1,0.17,1,-0.18,1,0.12,1
2772,RVBD0089,rv0089,-0.04,1,-0.17,1,-0.08,1,0.12,1
2773,RVBD2296,rv2296,-0.04,1,0.08,1,-0.09,1,-0.11,1
2774,RVBD2515c,rv2515c,-0.04,1,0.16,1,-0.05,1,0.16,1
2775,RVBD3408,vapC47,-0.04,1,0.02,1,0.03,1,-0.16,1
2776,RVBD1844c,gnd1,-0.04,1,-0.07,1,0.20,1,0.31,1
2777,RVBD3874,esxB,-0.04,1,-0.02,1,-0.49,1,-0.07,1
2778,RVBD2489c,rv2489c,-0.05,1,-0.03,1,0.12,1,-0.09,1
2779,RVBD3224B,rv3224B,-0.05,1,0.01,1,-0.15,1,-0.05,1
2780,RVBD3419c,gcp,-0.05,1,-0.07,1,-2.85,0,2.03,0.000155
2781,RVBD1660,pks10,-0.05,1,0.05,1,0.13,1,-0.12,1
2782,RVBD1651c,PE_PGRS30,-0.05,1,0.04,1,-0.06,1,0.11,1
2783,RVBD2488c,rv2488c,-0.05,1,0.24,1,0.03,1,-0.05,1
